Event,Site Num,K,Method,On Site,Data Type,Data Num,Dim Size,Grid Size,Runtime (S),Mem Usage (MB),Timestamp
Strategic Approach (Optimized-KMPPD) - Start Global Processing
Strategic Approach (Optimized-KMPPD) - Global Processing of Site 1
Strategic Approach (Optimized-KMPPD) - Get Local Top,2,-,optimized_kmppd,1,ant,5000,3,5,00:00:06.52,511.6328125,2021-10-01 18:37:56.909560
Strategic Approach (Optimized-KMPPD) - Global Processing,2,-,optimized_kmppd,2,ant,5000,3,5,00:19:25.66,499.046875,2021-10-01 18:57:22.570964
Strategic Approach (Optimized-KMPPD) - Global Processing of Site 2
Strategic Approach (Optimized-KMPPD) - Get Local Top,2,-,optimized_kmppd,2,ant,5000,3,5,00:00:10.72,789.3828125,2021-10-01 18:57:45.017220
Strategic Approach (Optimized-KMPPD) - Global Processing,2,-,optimized_kmppd,1,ant,5000,3,5,00:20:43.52,641.3203125,2021-10-01 19:18:28.741460
Strategic Approach (Optimized-KMPPD) - End Global Processing
Strategic Approach (Optimized-KMPPD) - Start Global Processing
Strategic Approach (Optimized-KMPPD) - Global Processing of Site 1
Strategic Approach (Optimized-KMPPD) - Get Local Top,3,-,optimized_kmppd,1,ant,5000,3,5,00:00:08.13,511.41015625,2021-10-01 19:18:49.872751
Strategic Approach (Optimized-KMPPD) - Global Processing,3,-,optimized_kmppd,2,ant,5000,3,5,00:18:38.74,499.984375,2021-10-01 19:37:28.608565
Strategic Approach (Optimized-KMPPD) - Global Processing,3,-,optimized_kmppd,3,ant,5000,3,5,00:18:48.73,498.9453125,2021-10-01 19:56:20.597484
Strategic Approach (Optimized-KMPPD) - Global Processing of Site 2
Strategic Approach (Optimized-KMPPD) - Get Local Top,3,-,optimized_kmppd,2,ant,5000,3,5,00:00:10.55,789.19921875,2021-10-01 19:56:42.783196
Strategic Approach (Optimized-KMPPD) - Global Processing,3,-,optimized_kmppd,1,ant,5000,3,5,00:20:31.34,648.63671875,2021-10-01 20:17:14.348901
Strategic Approach (Optimized-KMPPD) - Global Processing,3,-,optimized_kmppd,3,ant,5000,3,5,00:21:16.56,638.57421875,2021-10-01 20:38:34.135450
Strategic Approach (Optimized-KMPPD) - Global Processing of Site 3
Strategic Approach (Optimized-KMPPD) - Get Local Top,3,-,optimized_kmppd,3,ant,5000,3,5,00:00:10.45,838.9921875,2021-10-01 20:38:56.112919
Strategic Approach (Optimized-KMPPD) - Global Processing,3,-,optimized_kmppd,1,ant,5000,3,5,00:19:41.97,679.1875,2021-10-01 20:58:38.294782
